YEAR	AREA	STATION	CPUE	CONDUCT	D1AUG	DEPTH	EFFORT	TEMP	TURBID
2015	ALSP	F201	3	171.0	66	4.25	1437	13.80	9.71
2015	ALSP	F202	4	172.4	67	3.53	1740	14.20	11.40
2015	ALSP	F203	2	173.7	67	3.25	1715	14.30	11.60
2015	ALSP	F204	3	173.6	67	6.60	1502	14.00	10.22
2015	ALSP	F205	4	172.8	67	3.40	1438	13.90	11.90
2015	ALSP	F206	0	182.9	68	5.68	1610	14.10	10.20
2015	ALSP	F207	0	175.1	67	7.78	1635	14.10	8.09
2015	ALSP	F208	1	177.7	67	3.70	1615	14.00	9.02
2015	ALSP	F209	0	176.7	67	3.68	1605	13.90	9.24
2015	ALSP	F210	0	191.7	62	3.30	1465	15.30	12.50
2015	ALSP	F214	1	174.6	66	4.28	1528	13.80	8.21
2015	ALSP	F215	4	175.0	66	6.50	1590	14.00	9.34
2015	ALSP	F216	2	172.0	66	5.50	1615	13.96	10.73
2015	ALSP	F217	3	177.0	66	6.73	1555	14.03	10.40
2015	ALSP	F218	4	178.0	66	4.65	1505	14.08	10.50
2015	ALSP	F219	3	183.0	66	3.80	1480	13.71	11.30
2015	ALSP	F220	0	210.0	61	5.43	1495	17.34	9.30
2015	ALSP	F221	1	207.0	61	3.68	1485	17.30	8.63
2015	ALSP	F222	4	190.0	62	3.80	1485	15.56	10.63
2015	ALSP	F223	0	200.0	62	3.73	1465	15.78	9.57
2015	ALSP	F224	0	210.9	62	5.68	1430	15.80	8.00
2015	ALSP	F225	0	188.1	61	9.53	1585	16.70	10.47
2015	ALSP	F226	1	186.8	61	7.20	1505	16.40	7.80
2015	ALSP	F227	0	191.8	61	7.63	1455	16.50	10.15
2015	ALSP	F228	1	272.0	60	6.53	1500	18.57	2.37
2015	ALSP	F229	3	213.0	60	7.23	1570	18.55	5.35
2015	ALSP	F230	2	214.0	61	5.10	1520	17.48	8.64
2015	ALSP	F231	6	255.0	60	6.55	1645	18.48	3.14
2015	ALSP	F232	4	235.1	60	3.83	1515	18.30	3.63
2015	ALSP	F234	4	234.3	60	4.05	1500	18.20	4.75
2015	ALSP	F235	5	226.2	59	4.83	1445	18.80	5.83
2015	ALSP	F236	0	234.8	59	4.40	1367	18.70	3.04
2015	ALSP	F237	0	228.5	59	2.80	1405	18.80	4.81
2015	ALSP	F238	4	235.0	59	6.43	1580	18.93	3.47
2015	ALSP	F239	0	281.0	59	6.80	1530	19.02	2.91
2015	ALSP	F240	8	236.0	59	5.68	1410	18.77	4.41
2015	ALSP	F241	5	170.4	69	4.40	1455	13.80	7.91
2015	ALSP	F242	1	169.4	69	2.75	1430	13.80	7.52
2015	ALSP	F243	0	169.1	69	3.38	1403	13.80	8.77
2015	ALSP	F244	2	169.7	68	2.88	1487	14.00	7.69
2015	ALSP	F246	0	169.7	68	3.48	1543	14.00	9.32
2015	ALSP	F248	1	210.9	69	6.00	1370	14.40	4.57
2015	ALSP	F249	2	209.4	69	7.15	1425	14.30	5.11
2015	ALSP	F250	1	194.8	69	5.65	1480	14.80	6.50
2015	ALSP	F251	0	294.0	68	8.10	1650	15.10	1.53
2015	ALSP	F252	2	189.0	68	5.75	1670	14.63	6.56
2015	ALSP	F253	0	254.0	68	4.73	1705	15.00	2.55
2015	ALSP	F254	1	261.0	68	6.97	1615	14.90	2.45
2015	ALSP	F255	1	204.0	61	2.73	1585	17.29	11.90
2015	ALSP	F256	1	241.0	62	6.53	1440	16.48	6.08
2015	ALSP	F257	0	215.5	60	10.88	1480	18.50	5.87
2020	ALSP	F201	0	150.6	34	6.05	1455	20.20	14.10
2020	ALSP	F202	2	172.1	40	3.35	1510	19.00	12.90
2020	ALSP	F203	3	163.5	40	3.78	1535	19.00	13.70
2020	ALSP	F204	0	168.4	40	6.88	1570	19.00	11.50
2020	ALSP	F205	0	174.1	41	3.75	1460	18.70	10.73
2020	ALSP	F206	0	178.6	41	4.93	1440	18.50	9.01
2020	ALSP	F207	0	164.0	41	8.18	1400	18.30	10.72
2020	ALSP	F208	0	149.5	45	3.53	1435	17.70	13.00
2020	ALSP	F209	0	151.2	45	3.88	1415	17.60	13.30
2020	ALSP	F210	2	134.0	33	2.85	1513	20.15	13.90
2020	ALSP	F211	4	136.0	33	3.43	1481	19.99	17.30
2020	ALSP	F212	0	130.0	33	2.63	1459	19.58	18.50
2020	ALSP	F214	0	155.0	34	4.53	1465	20.20	10.25
2020	ALSP	F215	0	157.7	34	6.78	1480	20.20	9.77
2020	ALSP	F216	1	158.8	33	5.88	1485	20.30	13.30
2020	ALSP	F217	0	162.4	33	6.58	1515	20.30	12.00
2020	ALSP	F218	0	162.5	33	3.55	1565	20.40	13.90
2020	ALSP	F219	0	163.9	32	4.00	1465	20.10	11.70
2020	ALSP	F220	1	139.0	45	4.05	1413	18.08	8.45
2020	ALSP	F221	0	202.0	32	3.95	1525	20.30	8.47
2020	ALSP	F222	1	188.5	32	3.58	1495	20.20	11.30
2020	ALSP	F223	0	151.0	32	3.80	1490	20.04	14.00
2020	ALSP	F224	2	156.0	32	5.83	1505	20.03	11.30
2020	ALSP	F225	1	137.0	34	8.85	1547	20.63	12.70
2020	ALSP	F226	0	134.0	34	6.78	1489	20.51	15.20
2020	ALSP	F227	1	134.0	34	7.98	1440	20.51	14.20
2020	ALSP	F228	1	265.0	31	6.68	1437	20.65	6.14
2020	ALSP	F229	3	141.0	45	8.10	1345	18.13	6.40
2020	ALSP	F230	5	167.0	41	5.08	1434	18.90	6.66
2020	ALSP	F231	2	236.0	41	6.13	1463	19.39	7.48
2020	ALSP	F232	2	200.0	41	3.15	1415	19.11	4.98
2020	ALSP	F233	1	205.0	40	5.05	1524	19.41	5.76
2020	ALSP	F234	2	200.0	40	4.23	1508	19.56	5.14
2020	ALSP	F235	4	204.0	40	5.20	1488	19.54	6.86
2020	ALSP	F236	8	209.0	39	4.55	1538	20.17	7.98
2020	ALSP	F237	1	198.0	39	3.60	1545	20.15	6.73
2020	ALSP	F238	1	227.0	41	7.53	1486	19.29	5.55
2020	ALSP	F239	1	266.0	39	7.43	1442	20.43	17.40
2020	ALSP	F240	4	214.0	39	5.80	1470	20.29	11.80
2020	ALSP	F242	2	145.7	39	3.05	1410	19.90	10.65
2020	ALSP	F243	0	138.9	39	3.40	1395	19.90	12.03
2020	ALSP	F244	0	138.8	39	3.43	1395	19.90	11.70
2020	ALSP	F246	1	171.9	41	3.73	1500	18.70	8.99
2020	ALSP	F248	0	209.0	31	13.60	1410	20.90	7.24
2020	ALSP	F249	0	187.7	31	8.28	1425	20.80	8.23
2020	ALSP	F250	2	179.5	31	6.60	1460	20.20	9.90
2020	ALSP	F251	0	288.0	31	8.18	1421	20.85	3.45
2020	ALSP	F252	1	137.0	45	5.78	1399	18.14	7.99
2020	ALSP	F253	1	211.0	45	4.88	1370	18.55	5.86
2020	ALSP	F254	6	275.0	31	3.45	1451	20.72	7.43
2020	ALSP	F255	2	165.0	32	2.95	1466	19.92	16.90
2020	ALSP	F256	0	189.4	45	6.00	1455	18.70	7.19
2001	BEBA	F105	0	148.0	57	7.68	1395	18.20	8.53
2001	BEBA	F107	1	148.0	57	1.73	1485	18.10	14.23
2001	BEBA	F109	0	146.0	57	6.70	1485	18.20	11.60
2001	BEBA	F110	0	258.0	62	7.50	1430	17.00	10.70
2001	BEBA	F111	1	52.0	62	2.43	1460	16.00	11.23
2001	BEBA	F112	3	245.0	63	6.00	1495	17.00	6.37
2001	BEBA	F113	0	202.0	62	6.55	1505	16.80	7.57
2001	BEBA	F114	1	278.0	63	1.65	1510	16.40	5.77
2001	BEBA	F115	0	284.0	64	5.50	1475	16.40	14.03
2001	BEBA	F116	1	252.0	63	6.10	1425	17.10	5.93
2001	BEBA	F117	0	52.0	64	1.95	1620	15.40	10.07
2001	BEBA	F118	0	210.0	64	6.13	1575	16.40	7.73
2001	BEBA	F119	2	278.0	65	10.38	1435	15.00	10.37
2001	BEBA	F122	0	127.0	70	7.78	1470	11.80	7.70
2001	BEBA	F123	3	287.0	71	4.20	1585	12.90	12.10
2001	BEBA	F124	1	279.0	37	2.06	1590	20.40	10.40
2001	BEBA	F125	4	279.0	37	1.65	1750	27.20	11.73
2001	BEBA	F126	0	283.0	71	3.25	1515	13.20	9.90
2001	BEBA	F127	4	109.0	70	2.25	1470	11.80	7.83
2001	BEBA	F129	2	278.0	39	2.60	1500	21.80	12.53
2001	BEBA	F130	4	279.0	38	1.95	1495	21.00	9.50
2001	BEBA	F131	4	283.0	37	3.20	1455	20.30	9.83
2001	BEBA	F132	3	280.0	38	3.73	1470	22.40	13.23
2001	BEBA	F133	2	284.0	39	6.60	1620	21.80	16.57
2001	BEBA	F134	5	282.0	38	1.79	1680	22.70	35.27
2001	BEBA	F135	2	286.0	51	1.80	1440	18.60	7.80
2001	BEBA	F136	0	286.0	71	6.55	1410	13.90	8.38
2001	BEBA	F137	0	277.0	39	8.20	1680	21.90	15.37
2001	BEBA	F138	3	282.0	36	2.06	1450	20.60	7.27
2001	BEBA	F139	0	282.0	50	7.45	1290	18.70	12.47
2001	BEBA	F140	0	285.0	51	6.33	1350	19.10	4.70
2001	BEBA	F141	1	283.0	51	1.63	1485	17.50	7.37
2001	BEBA	F142	5	161.0	36	2.45	1440	20.00	12.03
2001	BEBA	F143	4	281.0	36	8.43	1530	20.70	7.73
2001	BEBA	F144	0	286.0	49	7.70	1445	19.10	5.13
2001	BEBA	F146	2	141.0	40	6.83	1575	21.60	17.63
2001	BEBA	F147	1	281.0	40	9.73	1575	22.40	16.60
2001	BEBA	F148	1	284.0	49	2.44	1625	19.50	9.17
2001	BEBA	F149	3	130.0	40	2.48	1545	21.30	21.47
2001	BEBA	F150	3	281.0	48	7.63	1415	19.40	17.10
2001	BEBA	F151	1	286.0	48	2.83	1365	19.60	23.87
2001	BEBA	F152	1	282.0	48	2.60	1340	19.60	14.30
2001	BEBA	F153	1	155.0	42	2.58	1530	20.00	18.87
2001	BEBA	F154	0	246.0	41	8.33	1650	22.00	21.83
2001	BEBA	F155	2	277.0	41	7.18	1595	22.10	10.00
2001	BEBA	F156	1	261.0	41	1.80	1455	19.60	4.67
2001	BEBA	F157	0	241.0	42	7.78	1560	21.40	15.10
2001	BEBA	F158	0	278.0	42	7.05	1620	21.50	15.47
2001	BEBA	F159	0	172.0	43	2.40	1490	20.80	19.37
2001	BEBA	F160	1	201.0	44	6.00	1440	19.80	20.13
2001	BEBA	F161	1	280.0	44	2.33	1500	19.40	16.30
2001	BEBA	F162	3	275.0	43	6.33	1500	21.20	13.27
2001	BEBA	F163	1	183.0	43	7.88	1555	20.80	15.20
2001	BEBA	F164	3	164.0	44	2.40	1470	19.40	16.30
2008	BEBA	F101	0	244.0	47	3.05	1460	18.41	12.05
2008	BEBA	F102	0	255.0	47	9.00	1485	19.41	7.72
2008	BEBA	F103	3	53.0	47	2.70	1340	17.56	4.73
2008	BEBA	F104	0	251.0	47	8.20	1671	19.13	9.64
2008	BEBA	F105	0	140.0	46	8.35	1328	18.86	8.20
2008	BEBA	F106	1	246.0	42	3.15	1425	19.38	6.04
2008	BEBA	F107	0	102.0	42	2.55	1218	18.68	3.92
2008	BEBA	F108	0	231.0	47	5.78	1265	19.28	6.55
2008	BEBA	F109	0	170.0	42	6.50	1223	19.80	5.01
2008	BEBA	F110	0	228.0	41	6.63	1336	20.25	5.38
2008	BEBA	F111	2	76.0	41	2.20	1364	19.39	2.97
2008	BEBA	F112	0	244.0	41	5.83	1405	20.63	6.30
2008	BEBA	F113	0	215.0	39	6.75	1485	21.27	8.28
2008	BEBA	F114	0	248.0	41	2.75	1355	19.99	5.75
2008	BEBA	F115	1	251.0	42	5.95	1400	19.91	5.27
2008	BEBA	F116	0	223.0	42	7.65	1350	19.93	6.06
2008	BEBA	F117	4	85.0	39	2.38	1432	20.18	4.55
2008	BEBA	F118	0	177.0	39	5.85	1407	20.99	9.42
2008	BEBA	F119	0	252.0	40	11.00	1436	20.27	6.21
2008	BEBA	F120	0	245.0	41	2.53	1405	19.38	6.64
2008	BEBA	F121	2	78.0	40	2.93	1367	19.20	3.85
2008	BEBA	F122	2	98.0	40	7.15	1312	19.54	4.29
2008	BEBA	F123	1	249.0	40	4.98	1505	19.92	6.97
2008	BEBA	F126	0	255.0	39	3.73	1360	21.35	10.59
2008	BEBA	F127	1	85.0	40	3.85	1398	19.37	3.24
2008	BEBA	F128	0	240.0	46	10.08	1466	19.60	9.43
2008	BEBA	F129	0	246.0	47	3.53	1244	19.61	4.52
2008	BEBA	F131	2	256.0	35	4.45	1355	23.47	2.54
2008	BEBA	F132	0	262.0	35	4.85	1315	24.12	3.86
2008	BEBA	F133	0	255.0	34	7.25	1420	23.37	3.93
2008	BEBA	F134	1	254.0	34	3.78	1530	23.63	3.12
2008	BEBA	F135	0	252.0	33	3.23	1340	22.58	5.92
2008	BEBA	F136	1	261.0	35	7.80	1320	24.21	4.60
2008	BEBA	F137	0	254.0	33	10.20	1440	22.68	3.37
2008	BEBA	F138	0	257.0	34	3.58	1200	23.42	4.10
2008	BEBA	F139	2	260.0	34	8.05	1510	23.56	3.67
2008	BEBA	F140	0	260.0	35	7.28	1332	23.82	3.41
2008	BEBA	F141	2	260.0	35	2.35	1387	24.04	3.85
2008	BEBA	F142	0	89.0	47	2.65	1402	17.52	6.65
2008	BEBA	F143	0	256.0	33	7.78	1385	22.73	2.82
2008	BEBA	F144	5	260.0	35	7.90	1413	23.57	4.40
2008	BEBA	F145	2	259.0	34	2.68	1441	23.94	6.19
2008	BEBA	F146	1	135.0	34	6.73	1456	22.45	4.83
2008	BEBA	F147	4	257.0	33	6.85	1485	22.50	4.09
2008	BEBA	F148	2	260.0	34	2.28	1430	23.71	3.59
2008	BEBA	F149	0	82.0	27	4.78	1368	20.68	4.09
2008	BEBA	F150	4	258.0	33	7.68	1600	22.54	2.87
2008	BEBA	F151	2	250.0	28	2.60	1365	22.15	3.52
2008	BEBA	F152	0	249.0	28	2.30	1261	22.95	5.66
2008	BEBA	F153	1	106.0	28	3.40	1353	21.49	4.81
2008	BEBA	F154	0	174.0	27	8.93	1455	21.96	5.66
2008	BEBA	F155	6	245.0	27	7.38	1439	21.82	4.95
2008	BEBA	F156	0	249.0	28	2.85	1265	22.93	4.15
2008	BEBA	F157	0	173.0	27	8.30	1462	22.05	5.45
2008	BEBA	F158	0	248.0	27	8.40	1395	22.10	5.13
2008	BEBA	F159	0	80.0	26	3.23	1683	21.24	3.74
2008	BEBA	F160	0	135.0	26	6.85	1564	21.47	4.51
2008	BEBA	F161	0	245.0	28	3.63	1315	22.26	3.79
2008	BEBA	F162	2	247.0	27	7.48	1380	21.84	6.28
2008	BEBA	F163	1	97.0	26	8.60	1515	21.15	3.56
2008	BEBA	F164	1	81.0	26	2.65	1615	21.04	4.25
2012	BEBA	F101	0	286.0	44	2.73	1325	20.75	6.02
2012	BEBA	F102	1	295.0	44	8.60	1360	21.25	3.12
2012	BEBA	F103	0	117.0	44	2.33	1390	20.49	3.00
2012	BEBA	F104	2	297.0	42	9.38	1465	20.35	5.42
2012	BEBA	F105	1	242.0	43	7.78	1415	20.51	6.80
2012	BEBA	F106	0	298.0	42	2.53	1555	20.02	7.81
2012	BEBA	F107	0	78.0	43	2.38	1425	19.99	2.97
2012	BEBA	F108	2	286.0	41	5.38	1410	20.41	7.99
2012	BEBA	F109	1	252.0	42	7.13	1580	20.80	5.39
2012	BEBA	F110	0	284.0	37	7.98	1390	23.20	4.36
2012	BEBA	F111	1	112.0	37	2.63	1200	22.00	2.26
2012	BEBA	F112	0	287.0	41	6.85	1395	20.40	6.91
2012	BEBA	F113	0	227.0	37	6.38	1375	22.77	3.43
2012	BEBA	F114	0	285.0	43	2.73	1380	20.47	5.51
2012	BEBA	F115	0	296.0	41	5.38	1395	20.41	5.74
2012	BEBA	F116	0	273.0	41	6.88	1510	20.42	8.74
2012	BEBA	F117	2	115.0	37	2.18	1420	21.89	6.79
2012	BEBA	F118	1	234.0	41	6.70	1450	20.32	6.89
2012	BEBA	F119	5	285.0	41	10.43	1360	20.48	6.20
2012	BEBA	F120	1	286.0	44	2.73	1410	20.38	3.63
2012	BEBA	F121	2	124.0	37	2.50	1360	21.68	3.69
2012	BEBA	F122	0	167.0	36	7.48	1545	22.24	2.70
2012	BEBA	F123	0	288.0	44	4.30	1400	20.21	3.46
2012	BEBA	F124	1	294.0	44	2.88	1378	20.29	4.64
2012	BEBA	F125	0	295.0	42	2.43	1640	20.82	6.54
2012	BEBA	F126	0	291.0	37	3.48	1384	22.94	3.98
2012	BEBA	F127	0	146.0	36	4.25	1630	22.15	2.90
2012	BEBA	F128	2	294.0	36	9.65	1505	23.06	5.76
2012	BEBA	F129	1	290.0	35	3.35	1415	22.47	3.85
2012	BEBA	F130	0	285.0	42	3.00	1610	20.74	4.79
2012	BEBA	F131	2	286.0	42	3.55	1570	20.33	4.98
2012	BEBA	F132	5	311.0	42	3.75	1405	19.79	6.00
2012	BEBA	F133	3	288.0	35	6.55	1365	22.42	3.86
2012	BEBA	F134	3	293.0	36	2.98	1610	22.11	4.39
2012	BEBA	F135	1	294.0	36	2.50	1605	22.15	5.00
2012	BEBA	F136	0	294.0	36	8.08	1475	22.21	4.73
2012	BEBA	F137	0	285.0	35	9.85	1365	22.33	5.33
2012	BEBA	F138	1	287.0	35	2.90	1395	22.11	4.18
2012	BEBA	F139	4	289.0	35	7.15	1400	21.96	3.35
2012	BEBA	F140	6	289.0	35	7.20	1515	21.98	2.82
2012	BEBA	F141	2	284.0	30	3.58	1415	22.18	4.91
2012	BEBA	F142	2	151.0	30	2.58	1255	21.75	7.77
2012	BEBA	F143	5	283.0	30	6.78	1420	22.43	5.86
2012	BEBA	F144	6	288.0	30	8.25	1308	22.36	4.80
2012	BEBA	F145	1	288.0	30	3.03	1435	22.16	5.92
2012	BEBA	F146	1	152.0	29	8.18	1455	22.23	6.46
2012	BEBA	F147	12	284.0	29	11.18	1420	22.56	6.42
2012	BEBA	F148	1	289.0	30	3.18	1417	21.81	5.71
2012	BEBA	F149	1	125.0	29	3.95	1510	21.31	5.52
2012	BEBA	F150	4	290.0	28	7.15	1530	22.84	5.93
2012	BEBA	F151	0	287.0	29	2.58	1425	22.46	8.92
2012	BEBA	F152	1	287.0	29	2.90	1450	22.00	3.25
2012	BEBA	F153	2	169.0	27	2.83	1530	23.33	6.44
2012	BEBA	F154	0	243.0	29	8.10	1410	23.16	7.41
2012	BEBA	F155	15	289.0	27	7.08	1495	23.80	4.71
2012	BEBA	F156	2	285.0	27	2.85	1570	22.87	4.58
2012	BEBA	F157	0	266.0	28	7.93	1460	24.04	6.50
2012	BEBA	F158	0	289.0	28	6.63	1455	22.96	5.19
2012	BEBA	F159	3	208.0	28	3.80	1510	23.48	4.36
2012	BEBA	F160	0	256.0	27	5.00	1440	23.87	5.51
2012	BEBA	F161	1	290.0	28	3.88	1450	22.41	5.41
2012	BEBA	F162	13	289.0	27	6.48	1410	23.78	3.81
2012	BEBA	F163	0	179.0	28	8.88	1470	23.24	4.01
2012	BEBA	F164	0	158.0	27	4.48	1426	23.02	5.35
2017	BEBA	F101	0	277.1	28	3.83	1620	22.10	4.07
2017	BEBA	F102	1	288.3	49	10.67	1455	20.70	1.99
2017	BEBA	F103	1	164.0	50	2.40	1615	20.43	2.76
2017	BEBA	F104	0	276.0	49	9.90	1460	20.57	2.67
2017	BEBA	F105	0	243.0	50	9.68	1440	20.82	3.12
2017	BEBA	F106	3	275.4	28	2.55	1482	21.80	3.29
2017	BEBA	F107	4	109.0	50	2.53	1470	19.70	2.65
2017	BEBA	F108	0	273.0	49	6.38	1538	20.54	3.71
2017	BEBA	F109	0	223.0	50	8.60	1540	20.77	4.16
2017	BEBA	F110	0	267.0	49	8.68	1570	20.60	3.60
2017	BEBA	F111	1	95.1	45	2.60	1430	18.40	4.56
2017	BEBA	F112	0	265.0	45	7.70	1670	19.61	3.33
2017	BEBA	F113	0	214.9	44	6.73	1590	19.50	5.66
2017	BEBA	F114	1	275.0	28	3.20	1520	21.50	3.62
2017	BEBA	F115	0	289.3	44	6.73	1530	19.70	2.61
2017	BEBA	F116	1	250.8	44	8.43	1467	19.60	3.89
2017	BEBA	F117	2	107.7	45	2.45	1490	18.70	4.75
2017	BEBA	F118	1	231.1	43	7.35	1565	19.30	6.26
2017	BEBA	F119	0	290.5	43	11.28	1470	19.30	3.03
2017	BEBA	F120	0	278.0	28	2.90	1390	21.50	2.21
2017	BEBA	F121	2	92.3	43	3.60	1455	18.00	5.63
